,paths,bbox,texts
3996,570,"[263, 140, 42, 35]","[12, 12, 25, 0, 9, 6, 2, 5]"
3997,571,"[140, 151, 41, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
3998,572,"[290, 36, 42, 34]","[12, 12, 25, 0, 9, 6, 2, 5]"
3999,573,"[191, 267, 41, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4000,574,"[137, 302, 41, 34]","[12, 12, 25, 0, 9, 6, 2, 5]"
4001,575,"[205, 28, 41, 32]","[12, 12, 25, 0, 9, 6, 2, 5]"
4002,576,"[101, 158, 42, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4003,577,"[299, 105, 41, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4004,578,"[317, 137, 41, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4005,579,"[386, 86, 40, 32]","[12, 12, 25, 0, 9, 6, 2, 5]"
4006,58,"[125, 282, 99, 33]","[11, 27, 35, 0, 7, 4, 9, 9]"
4007,580,"[133, 111, 41, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4008,581,"[180, 218, 40, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4009,582,"[83, 100, 40, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4010,583,"[128, 172, 39, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4011,584,"[51, 158, 39, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4012,585,"[284, 351, 39, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4013,586,"[136, 293, 40, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4014,587,"[304, 134, 38, 32]","[12, 12, 25, 0, 9, 6, 2, 5]"
4015,588,"[148, 307, 39, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4016,589,"[267, 362, 39, 32]","[12, 12, 25, 0, 9, 6, 2, 5]"
4017,59,"[29, 310, 100, 34]","[11, 27, 35, 0, 7, 4, 9, 9]"
4018,590,"[354, 115, 39, 33]","[12, 12, 25, 0, 9, 6, 2, 5]"
4019,591,"[243, 341, 39, 32]","[12, 12, 25, 0, 9, 6, 2, 5]"
4020,592,"[119, 343, 38, 32]","[12, 12, 25, 0, 9, 6, 2, 5]"
4021,593,"[189, 83, 38, 32]","[12, 12, 25, 0, 9, 6, 2, 5]"
4022,594,"[338, 382, 39, 32]","[12, 12, 25, 0, 9, 6, 2, 5]"
4023,595,"[44, 183, 37, 31]","[12, 12, 25, 0, 9, 6, 2, 5]"
4024,596,"[90, 169, 37, 32]","[12, 12, 25, 0, 9, 6, 2, 5]"
4025,597,"[183, 237, 38, 32]","[12, 12, 25, 0, 9, 6, 2, 5]"
4026,598,"[109, 303, 37, 31]","[12, 12, 25, 0, 9, 6, 2, 5]"
4027,599,"[75, 265, 37, 31]","[12, 12, 25, 0, 9, 6, 2, 5]"
4028,6,"[229, 54, 64, 23]","[23, 22, 29, 0, 6, 6, 2, 2]"
4029,60,"[189, 277, 71, 25]","[11, 36, 36, 0, 7, 10, 6, 9]"
4030,600,"[73, 44, 77, 25]","[11, 19, 27, 0, 2, 1, 6, 7]"
4031,601,"[316, 81, 76, 25]","[11, 19, 27, 0, 2, 1, 6, 7]"
4032,602,"[323, 27, 78, 26]","[11, 19, 27, 0, 2, 1, 6, 7]"
4033,603,"[295, 87, 79, 26]","[11, 19, 27, 0, 2, 1, 6, 7]"
4034,604,"[185, 238, 80, 26]","[11, 19, 27, 0, 2, 1, 6, 7]"
4035,605,"[307, 401, 80, 26]","[11, 19, 27, 0, 2, 1, 6, 7]"
4036,606,"[255, 186, 80, 27]","[11, 19, 27, 0, 2, 1, 6, 7]"
4037,607,"[170, 388, 83, 28]","[11, 19, 27, 0, 2, 1, 6, 7]"
4038,608,"[155, 200, 83, 28]","[11, 19, 27, 0, 2, 1, 6, 7]"
4039,609,"[334, 360, 84, 28]","[11, 19, 27, 0, 2, 1, 6, 7]"
4040,61,"[245, 179, 70, 25]","[11, 36, 36, 0, 7, 10, 6, 9]"
4041,610,"[181, 363, 85, 28]","[11, 19, 27, 0, 2, 1, 6, 7]"
4042,611,"[160, 212, 87, 28]","[11, 19, 27, 0, 2, 1, 6, 7]"
4043,612,"[307, 130, 88, 30]","[11, 19, 27, 0, 2, 1, 6, 7]"
4044,613,"[143, 247, 89, 29]","[11, 19, 27, 0, 2, 1, 6, 7]"
4045,614,"[217, 266, 91, 30]","[11, 19, 27, 0, 2, 1, 6, 7]"
4046,615,"[89, 126, 92, 30]","[11, 19, 27, 0, 2, 1, 6, 7]"
4047,616,"[86, 35, 93, 30]","[11, 19, 27, 0, 2, 1, 6, 7]"
4048,617,"[257, 320, 95, 32]","[11, 19, 27, 0, 2, 1, 6, 7]"
4049,618,"[293, 259, 97, 33]","[11, 19, 27, 0, 2, 1, 6, 7]"
4050,619,"[215, 279, 100, 34]","[11, 19, 27, 0, 2, 1, 6, 7]"
4051,62,"[111, 186, 71, 24]","[11, 36, 36, 0, 7, 10, 6, 9]"
4052,620,"[190, 219, 102, 33]","[11, 19, 27, 0, 2, 1, 6, 7]"
4053,621,"[90, 135, 104, 36]","[11, 19, 27, 0, 2, 1, 6, 7]"
4054,622,"[46, 25, 106, 36]","[11, 19, 27, 0, 2, 1, 6, 7]"
4055,623,"[45, 123, 108, 37]","[11, 19, 27, 0, 2, 1, 6, 7]"
4056,624,"[103, 299, 109, 37]","[11, 19, 27, 0, 2, 1, 6, 7]"
4057,625,"[204, 166, 111, 38]","[11, 19, 27, 0, 2, 1, 6, 7]"
4058,626,"[246, 373, 115, 40]","[11, 19, 27, 0, 2, 1, 6, 7]"
4059,627,"[217, 364, 117, 40]","[11, 19, 27, 0, 2, 1, 6, 7]"
4060,628,"[202, 219, 118, 41]","[11, 19, 27, 0, 2, 1, 6, 7]"
4061,629,"[175, 316, 123, 42]","[11, 19, 27, 0, 2, 1, 6, 7]"
4062,63,"[307, 249, 71, 25]","[11, 36, 36, 0, 7, 10, 6, 9]"
4063,630,"[229, 302, 92, 30]","[11, 26, 14, 0, 5, 4, 9, 10]"
4064,631,"[327, 129, 92, 29]","[11, 26, 14, 0, 5, 4, 9, 10]"
4065,632,"[279, 293, 92, 29]","[11, 26, 14, 0, 5, 4, 9, 10]"
4066,633,"[114, 212, 91, 29]","[11, 26, 14, 0, 5, 4, 9, 10]"
4067,634,"[20, 79, 91, 30]","[11, 26, 14, 0, 5, 4, 9, 10]"
4068,635,"[61, 380, 90, 29]","[11, 26, 14, 0, 5, 4, 9, 10]"
4069,636,"[35, 199, 89, 27]","[11, 26, 14, 0, 5, 4, 9, 10]"
4070,637,"[101, 317, 90, 30]","[11, 26, 14, 0, 5, 4, 9, 10]"
4071,638,"[38, 255, 89, 28]","[11, 26, 14, 0, 5, 4, 9, 10]"
4072,639,"[277, 356, 89, 28]","[11, 26, 14, 0, 5, 4, 9, 10]"
4073,64,"[104, 171, 71, 26]","[11, 36, 36, 0, 7, 10, 6, 9]"
4074,640,"[243, 190, 88, 28]","[11, 26, 14, 0, 5, 4, 9, 10]"
4075,641,"[143, 47, 88, 28]","[11, 26, 14, 0, 5, 4, 9, 10]"
4076,642,"[317, 302, 87, 28]","[11, 26, 14, 0, 5, 4, 9, 10]"
4077,643,"[238, 191, 86, 29]","[11, 26, 14, 0, 5, 4, 9, 10]"
4078,644,"[84, 353, 86, 27]","[11, 26, 14, 0, 5, 4, 9, 10]"
4079,645,"[52, 263, 86, 28]","[11, 26, 14, 0, 5, 4, 9, 10]"
4080,646,"[133, 174, 87, 28]","[11, 26, 14, 0, 5, 4, 9, 10]"
4081,647,"[182, 124, 86, 27]","[11, 26, 14, 0, 5, 4, 9, 10]"
4082,648,"[113, 87, 85, 27]","[11, 26, 14, 0, 5, 4, 9, 10]"
4083,649,"[55, 70, 86, 27]","[11, 26, 14, 0, 5, 4, 9, 10]"
4084,65,"[61, 159, 72, 25]","[11, 36, 36, 0, 7, 10, 6, 9]"
4085,650,"[268, 278, 84, 26]","[11, 26, 14, 0, 5, 4, 9, 10]"
4086,651,"[100, 249, 84, 26]","[11, 26, 14, 0, 5, 4, 9, 10]"
4087,652,"[233, 195, 84, 26]","[11, 26, 14, 0, 5, 4, 9, 10]"
4088,653,"[55, 81, 84, 27]","[11, 26, 14, 0, 5, 4, 9, 10]"
4089,654,"[143, 83, 84, 26]","[11, 26, 14, 0, 5, 4, 9, 10]"
4090,655,"[301, 30, 83, 26]","[11, 26, 14, 0, 5, 4, 9, 10]"
4091,656,"[183, 315, 83, 26]","[11, 26, 14, 0, 5, 4, 9, 10]"
4092,657,"[141, 122, 83, 26]","[11, 26, 14, 0, 5, 4, 9, 10]"
4093,658,"[28, 132, 83, 26]","[11, 26, 14, 0, 5, 4, 9, 10]"
4094,659,"[241, 33, 82, 26]","[11, 26, 14, 0, 5, 4, 9, 10]"
4095,66,"[248, 133, 72, 25]","[11, 36, 36, 0, 7, 10, 6, 9]"
4096,660,"[331, 393, 79, 31]","[26, 33, 13, 0, 4, 9, 6, 9]"
4097,661,"[94, 240, 83, 30]","[26, 33, 13, 0, 4, 9, 6, 9]"
4098,662,"[208, 278, 83, 31]","[26, 33, 13, 0, 4, 9, 6, 9]"
4099,663,"[147, 278, 83, 32]","[26, 33, 13, 0, 4, 9, 6, 9]"
4100,664,"[86, 57, 84, 33]","[26, 33, 13, 0, 4, 9, 6, 9]"
4101,665,"[334, 344, 84, 32]","[26, 33, 13, 0, 4, 9, 6, 9]"
4102,666,"[294, 323, 87, 30]","[26, 33, 13, 0, 4, 9, 6, 9]"
4103,667,"[89, 238, 88, 34]","[26, 33, 13, 0, 4, 9, 6, 9]"
4104,668,"[143, 126, 88, 35]","[26, 33, 13, 0, 4, 9, 6, 9]"
4105,669,"[334, 155, 90, 32]","[26, 33, 13, 0, 4, 9, 6, 9]"
4106,67,"[270, 237, 72, 25]","[11, 36, 36, 0, 7, 10, 6, 9]"
4107,670,"[122, 253, 92, 33]","[26, 33, 13, 0, 4, 9, 6, 9]"
4108,671,"[259, 294, 93, 34]","[26, 33, 13, 0, 4, 9, 6, 9]"
4109,672,"[111, 249, 93, 36]","[26, 33, 13, 0, 4, 9, 6, 9]"
4110,673,"[24, 292, 95, 35]","[26, 33, 13, 0, 4, 9, 6, 9]"
4111,674,"[95, 241, 96, 35]","[26, 33, 13, 0, 4, 9, 6, 9]"
4112,675,"[282, 76, 98, 35]","[26, 33, 13, 0, 4, 9, 6, 9]"
4113,676,"[31, 375, 99, 36]","[26, 33, 13, 0, 4, 9, 6, 9]"
4114,677,"[176, 344, 100, 36]","[26, 33, 13, 0, 4, 9, 6, 9]"
4115,678,"[208, 368, 101, 36]","[26, 33, 13, 0, 4, 9, 6, 9]"
4116,679,"[63, 304, 101, 34]","[26, 33, 13, 0, 4, 9, 6, 9]"
4117,68,"[170, 72, 72, 25]","[11, 36, 36, 0, 7, 10, 6, 9]"
4118,680,"[181, 277, 102, 34]","[26, 33, 13, 0, 4, 9, 6, 9]"
4119,681,"[135, 82, 102, 34]","[26, 33, 13, 0, 4, 9, 6, 9]"
4120,682,"[226, 146, 103, 35]","[26, 33, 13, 0, 4, 9, 6, 9]"
4121,683,"[276, 238, 103, 35]","[26, 33, 13, 0, 4, 9, 6, 9]"
4122,684,"[283, 367, 105, 35]","[26, 33, 13, 0, 4, 9, 6, 9]"
4123,685,"[264, 306, 105, 35]","[26, 33, 13, 0, 4, 9, 6, 9]"
4124,686,"[72, 126, 106, 35]","[26, 33, 13, 0, 4, 9, 6, 9]"
4125,687,"[276, 277, 106, 36]","[26, 33, 13, 0, 4, 9, 6, 9]"
4126,688,"[296, 391, 107, 37]","[26, 33, 13, 0, 4, 9, 6, 9]"
4127,689,"[116, 168, 107, 36]","[26, 33, 13, 0, 4, 9, 6, 9]"
4128,69,"[181, 70, 72, 26]","[11, 36, 36, 0, 7, 10, 6, 9]"
4129,690,"[317, 78, 102, 33]","[11, 29, 16, 0, 6, 8, 5, 3]"
4130,691,"[46, 68, 103, 36]","[11, 29, 16, 0, 6, 8, 5, 3]"
4131,692,"[180, 36, 105, 36]","[11, 29, 16, 0, 6, 8, 5, 3]"
4132,693,"[116, 270, 105, 37]","[11, 29, 16, 0, 6, 8, 5, 3]"
4133,694,"[229, 35, 105, 35]","[11, 29, 16, 0, 6, 8, 5, 3]"
4134,695,"[208, 80, 106, 36]","[11, 29, 16, 0, 6, 8, 5, 3]"
4135,696,"[90, 327, 107, 35]","[11, 29, 16, 0, 6, 8, 5, 3]"
4136,697,"[137, 284, 107, 36]","[11, 29, 16, 0, 6, 8, 5, 3]"
4137,698,"[119, 339, 108, 37]","[11, 29, 16, 0, 6, 8, 5, 3]"
4138,699,"[132, 372, 108, 36]","[11, 29, 16, 0, 6, 8, 5, 3]"
4139,7,"[158, 92, 64, 23]","[23, 22, 29, 0, 6, 6, 2, 2]"
4140,70,"[184, 333, 73, 26]","[11, 36, 36, 0, 7, 10, 6, 9]"
4141,700,"[290, 169, 108, 35]","[11, 29, 16, 0, 6, 8, 5, 3]"
4142,701,"[132, 126, 110, 36]","[11, 29, 16, 0, 6, 8, 5, 3]"
4143,702,"[115, 159, 110, 35]","[11, 29, 16, 0, 6, 8, 5, 3]"
4144,703,"[190, 78, 111, 37]","[11, 29, 16, 0, 6, 8, 5, 3]"
4145,704,"[301, 69, 111, 38]","[11, 29, 16, 0, 6, 8, 5, 3]"
4146,705,"[85, 310, 112, 36]","[11, 29, 16, 0, 6, 8, 5, 3]"
4147,706,"[249, 274, 113, 36]","[11, 29, 16, 0, 6, 8, 5, 3]"
4148,707,"[72, 285, 112, 37]","[11, 29, 16, 0, 6, 8, 5, 3]"
4149,708,"[260, 73, 114, 37]","[11, 29, 16, 0, 6, 8, 5, 3]"
4150,709,"[54, 310, 114, 39]","[11, 29, 16, 0, 6, 8, 5, 3]"
4151,71,"[84, 179, 73, 25]","[11, 36, 36, 0, 7, 10, 6, 9]"
4152,710,"[268, 231, 117, 39]","[11, 29, 16, 0, 6, 8, 5, 3]"
4153,711,"[196, 40, 118, 41]","[11, 29, 16, 0, 6, 8, 5, 3]"
4154,712,"[119, 326, 118, 40]","[11, 29, 16, 0, 6, 8, 5, 3]"
4155,713,"[203, 205, 118, 38]","[11, 29, 16, 0, 6, 8, 5, 3]"
4156,714,"[187, 145, 118, 40]","[11, 29, 16, 0, 6, 8, 5, 3]"
4157,715,"[167, 120, 119, 40]","[11, 29, 16, 0, 6, 8, 5, 3]"
4158,716,"[114, 170, 121, 41]","[11, 29, 16, 0, 6, 8, 5, 3]"
4159,717,"[20, 193, 119, 41]","[11, 29, 16, 0, 6, 8, 5, 3]"
4160,718,"[136, 77, 124, 43]","[11, 29, 16, 0, 6, 8, 5, 3]"
4161,719,"[114, 135, 122, 42]","[11, 29, 16, 0, 6, 8, 5, 3]"
4162,72,"[344, 63, 73, 26]","[11, 36, 36, 0, 7, 10, 6, 9]"
4163,720,"[249, 41, 142, 45]","[13, 12, 12, 0, 2, 9, 10, 5]"
4164,721,"[64, 112, 143, 48]","[13, 12, 12, 0, 2, 9, 10, 5]"
4165,722,"[202, 73, 144, 47]","[13, 12, 12, 0, 2, 9, 10, 5]"
4166,723,"[186, 46, 144, 48]","[13, 12, 12, 0, 2, 9, 10, 5]"
4167,724,"[216, 272, 145, 50]","[13, 12, 12, 0, 2, 9, 10, 5]"
4168,725,"[195, 156, 144, 49]","[13, 12, 12, 0, 2, 9, 10, 5]"
4169,726,"[192, 70, 147, 51]","[13, 12, 12, 0, 2, 9, 10, 5]"
4170,727,"[23, 250, 146, 53]","[13, 12, 12, 0, 2, 9, 10, 5]"
4171,728,"[266, 177, 147, 54]","[13, 12, 12, 0, 2, 9, 10, 5]"
4172,729,"[261, 237, 147, 55]","[13, 12, 12, 0, 2, 9, 10, 5]"
4173,73,"[47, 366, 74, 26]","[11, 36, 36, 0, 7, 10, 6, 9]"
4174,730,"[136, 266, 149, 55]","[13, 12, 12, 0, 2, 9, 10, 5]"
4175,731,"[42, 322, 150, 58]","[13, 12, 12, 0, 2, 9, 10, 5]"
4176,732,"[220, 57, 150, 57]","[13, 12, 12, 0, 2, 9, 10, 5]"
4177,733,"[32, 219, 151, 57]","[13, 12, 12, 0, 2, 9, 10, 5]"
4178,734,"[137, 349, 153, 61]","[13, 12, 12, 0, 2, 9, 10, 5]"
4179,735,"[228, 261, 154, 58]","[13, 12, 12, 0, 2, 9, 10, 5]"
4180,736,"[261, 207, 155, 60]","[13, 12, 12, 0, 2, 9, 10, 5]"
4181,737,"[120, 310, 158, 60]","[13, 12, 12, 0, 2, 9, 10, 5]"
4182,738,"[245, 96, 159, 61]","[13, 12, 12, 0, 2, 9, 10, 5]"
4183,739,"[54, 176, 161, 62]","[13, 12, 12, 0, 2, 9, 10, 5]"
4184,74,"[49, 279, 73, 27]","[11, 36, 36, 0, 7, 10, 6, 9]"
4185,740,"[142, 137, 162, 62]","[13, 12, 12, 0, 2, 9, 10, 5]"
4186,741,"[142, 341, 164, 62]","[13, 12, 12, 0, 2, 9, 10, 5]"
4187,742,"[255, 197, 165, 65]","[13, 12, 12, 0, 2, 9, 10, 5]"
4188,743,"[79, 97, 168, 63]","[13, 12, 12, 0, 2, 9, 10, 5]"
4189,744,"[255, 219, 168, 65]","[13, 12, 12, 0, 2, 9, 10, 5]"
4190,745,"[147, 136, 172, 66]","[13, 12, 12, 0, 2, 9, 10, 5]"
4191,746,"[140, 249, 174, 65]","[13, 12, 12, 0, 2, 9, 10, 5]"
4192,747,"[175, 268, 176, 66]","[13, 12, 12, 0, 2, 9, 10, 5]"
4193,748,"[126, 271, 180, 65]","[13, 12, 12, 0, 2, 9, 10, 5]"
4194,749,"[124, 27, 181, 69]","[13, 12, 12, 0, 2, 9, 10, 5]"
4195,75,"[248, 228, 74, 27]","[11, 36, 36, 0, 7, 10, 6, 9]"
4196,750,"[238, 354, 106, 36]","[26, 35, 26, 0, 2, 10, 1, 7]"
4197,751,"[71, 199, 105, 38]","[26, 35, 26, 0, 2, 10, 1, 7]"
4198,752,"[113, 79, 105, 38]","[26, 35, 26, 0, 2, 10, 1, 7]"
4199,753,"[266, 215, 104, 38]","[26, 35, 26, 0, 2, 10, 1, 7]"
4200,754,"[75, 227, 104, 39]","[26, 35, 26, 0, 2, 10, 1, 7]"
4201,755,"[188, 364, 103, 38]","[26, 35, 26, 0, 2, 10, 1, 7]"
4202,756,"[169, 48, 102, 38]","[26, 35, 26, 0, 2, 10, 1, 7]"
4203,757,"[292, 256, 101, 38]","[26, 35, 26, 0, 2, 10, 1, 7]"
4204,758,"[303, 114, 99, 38]","[26, 35, 26, 0, 2, 10, 1, 7]"
4205,759,"[34, 290, 99, 37]","[26, 35, 26, 0, 2, 10, 1, 7]"
4206,76,"[306, 303, 75, 28]","[11, 36, 36, 0, 7, 10, 6, 9]"
4207,760,"[139, 352, 98, 37]","[26, 35, 26, 0, 2, 10, 1, 7]"
4208,761,"[194, 173, 98, 36]","[26, 35, 26, 0, 2, 10, 1, 7]"
4209,762,"[118, 265, 97, 35]","[26, 35, 26, 0, 2, 10, 1, 7]"
4210,763,"[213, 368, 96, 35]","[26, 35, 26, 0, 2, 10, 1, 7]"
4211,764,"[64, 358, 96, 34]","[26, 35, 26, 0, 2, 10, 1, 7]"
4212,765,"[238, 242, 95, 35]","[26, 35, 26, 0, 2, 10, 1, 7]"
4213,766,"[256, 350, 96, 34]","[26, 35, 26, 0, 2, 10, 1, 7]"
4214,767,"[315, 137, 95, 34]","[26, 35, 26, 0, 2, 10, 1, 7]"
4215,768,"[303, 187, 94, 34]","[26, 35, 26, 0, 2, 10, 1, 7]"
4216,769,"[247, 361, 94, 33]","[26, 35, 26, 0, 2, 10, 1, 7]"
4217,77,"[287, 182, 74, 28]","[11, 36, 36, 0, 7, 10, 6, 9]"
4218,770,"[322, 258, 93, 33]","[26, 35, 26, 0, 2, 10, 1, 7]"
4219,771,"[92, 206, 93, 32]","[26, 35, 26, 0, 2, 10, 1, 7]"
4220,772,"[87, 225, 93, 32]","[26, 35, 26, 0, 2, 10, 1, 7]"
4221,773,"[102, 201, 92, 32]","[26, 35, 26, 0, 2, 10, 1, 7]"
4222,774,"[52, 50, 93, 33]","[26, 35, 26, 0, 2, 10, 1, 7]"
4223,775,"[264, 167, 91, 32]","[26, 35, 26, 0, 2, 10, 1, 7]"
4224,776,"[295, 190, 91, 32]","[26, 35, 26, 0, 2, 10, 1, 7]"
4225,777,"[101, 170, 92, 32]","[26, 35, 26, 0, 2, 10, 1, 7]"
4226,778,"[86, 131, 91, 32]","[26, 35, 26, 0, 2, 10, 1, 7]"
4227,779,"[72, 327, 91, 31]","[26, 35, 26, 0, 2, 10, 1, 7]"
4228,78,"[196, 346, 75, 31]","[11, 36, 36, 0, 7, 10, 6, 9]"
4229,780,"[131, 107, 88, 31]","[11, 35, 15, 0, 2, 9, 10, 7]"
4230,781,"[252, 119, 89, 30]","[11, 35, 15, 0, 2, 9, 10, 7]"
4231,782,"[312, 84, 90, 29]","[11, 35, 15, 0, 2, 9, 10, 7]"
4232,783,"[150, 369, 92, 31]","[11, 35, 15, 0, 2, 9, 10, 7]"
4233,784,"[100, 35, 91, 31]","[11, 35, 15, 0, 2, 9, 10, 7]"
4234,785,"[116, 103, 91, 32]","[11, 35, 15, 0, 2, 9, 10, 7]"
4235,786,"[131, 253, 93, 31]","[11, 35, 15, 0, 2, 9, 10, 7]"
4236,787,"[308, 255, 92, 33]","[11, 35, 15, 0, 2, 9, 10, 7]"
4237,788,"[267, 365, 93, 32]","[11, 35, 15, 0, 2, 9, 10, 7]"
4238,789,"[228, 37, 94, 33]","[11, 35, 15, 0, 2, 9, 10, 7]"
4239,79,"[186, 132, 75, 31]","[11, 36, 36, 0, 7, 10, 6, 9]"
4240,790,"[332, 146, 94, 32]","[11, 35, 15, 0, 2, 9, 10, 7]"
4241,791,"[252, 259, 95, 33]","[11, 35, 15, 0, 2, 9, 10, 7]"
4242,792,"[175, 269, 96, 33]","[11, 35, 15, 0, 2, 9, 10, 7]"
4243,793,"[286, 367, 96, 33]","[11, 35, 15, 0, 2, 9, 10, 7]"
4244,794,"[163, 194, 97, 32]","[11, 35, 15, 0, 2, 9, 10, 7]"
4245,795,"[270, 246, 97, 34]","[11, 35, 15, 0, 2, 9, 10, 7]"
4246,796,"[162, 136, 98, 34]","[11, 35, 15, 0, 2, 9, 10, 7]"
4247,797,"[209, 352, 99, 34]","[11, 35, 15, 0, 2, 9, 10, 7]"
4248,798,"[97, 153, 101, 34]","[11, 35, 15, 0, 2, 9, 10, 7]"
4249,799,"[164, 238, 100, 34]","[11, 35, 15, 0, 2, 9, 10, 7]"
4250,8,"[174, 400, 62, 23]","[23, 22, 29, 0, 6, 6, 2, 2]"
4251,80,"[37, 32, 76, 32]","[11, 36, 36, 0, 7, 10, 6, 9]"
4252,800,"[269, 137, 101, 35]","[11, 35, 15, 0, 2, 9, 10, 7]"
4253,801,"[237, 20, 102, 35]","[11, 35, 15, 0, 2, 9, 10, 7]"
4254,802,"[293, 331, 102, 36]","[11, 35, 15, 0, 2, 9, 10, 7]"
4255,803,"[244, 162, 104, 35]","[11, 35, 15, 0, 2, 9, 10, 7]"
4256,804,"[197, 166, 105, 34]","[11, 35, 15, 0, 2, 9, 10, 7]"
4257,805,"[292, 215, 106, 35]","[11, 35, 15, 0, 2, 9, 10, 7]"
4258,806,"[178, 100, 106, 36]","[11, 35, 15, 0, 2, 9, 10, 7]"
4259,807,"[270, 254, 107, 37]","[11, 35, 15, 0, 2, 9, 10, 7]"
4260,808,"[60, 129, 109, 37]","[11, 35, 15, 0, 2, 9, 10, 7]"
4261,809,"[210, 184, 109, 37]","[11, 35, 15, 0, 2, 9, 10, 7]"
4262,81,"[319, 388, 76, 31]","[11, 36, 36, 0, 7, 10, 6, 9]"
4263,810,"[134, 295, 143, 50]","[11, 33, 22, 0, 5, 5, 6, 7]"
4264,811,"[79, 93, 140, 45]","[11, 33, 22, 0, 5, 5, 6, 7]"
4265,812,"[134, 123, 139, 44]","[11, 33, 22, 0, 5, 5, 6, 7]"
4266,813,"[243, 229, 138, 46]","[11, 33, 22, 0, 5, 5, 6, 7]"
4267,814,"[222, 291, 138, 48]","[11, 33, 22, 0, 5, 5, 6, 7]"
4268,815,"[89, 365, 138, 47]","[11, 33, 22, 0, 5, 5, 6, 7]"
4269,816,"[130, 219, 138, 44]","[11, 33, 22, 0, 5, 5, 6, 7]"
4270,817,"[167, 140, 138, 46]","[11, 33, 22, 0, 5, 5, 6, 7]"
4271,818,"[139, 189, 137, 50]","[11, 33, 22, 0, 5, 5, 6, 7]"
4272,819,"[288, 377, 137, 48]","[11, 33, 22, 0, 5, 5, 6, 7]"
4273,82,"[142, 393, 76, 31]","[11, 36, 36, 0, 7, 10, 6, 9]"
4274,820,"[249, 159, 136, 48]","[11, 33, 22, 0, 5, 5, 6, 7]"
4275,821,"[29, 52, 134, 49]","[11, 33, 22, 0, 5, 5, 6, 7]"
4276,822,"[29, 95, 136, 49]","[11, 33, 22, 0, 5, 5, 6, 7]"
4277,823,"[192, 343, 135, 52]","[11, 33, 22, 0, 5, 5, 6, 7]"
4278,824,"[247, 196, 133, 51]","[11, 33, 22, 0, 5, 5, 6, 7]"
4279,825,"[219, 252, 135, 52]","[11, 33, 22, 0, 5, 5, 6, 7]"
4280,826,"[275, 201, 133, 51]","[11, 33, 22, 0, 5, 5, 6, 7]"
4281,827,"[213, 46, 134, 54]","[11, 33, 22, 0, 5, 5, 6, 7]"
4282,828,"[131, 225, 132, 56]","[11, 33, 22, 0, 5, 5, 6, 7]"
4283,829,"[150, 99, 134, 57]","[11, 33, 22, 0, 5, 5, 6, 7]"
4284,83,"[47, 247, 75, 31]","[11, 36, 36, 0, 7, 10, 6, 9]"
4285,830,"[202, 73, 131, 56]","[11, 33, 22, 0, 5, 5, 6, 7]"
4286,831,"[62, 117, 131, 58]","[11, 33, 22, 0, 5, 5, 6, 7]"
4287,832,"[165, 218, 132, 59]","[11, 33, 22, 0, 5, 5, 6, 7]"
4288,833,"[228, 295, 132, 58]","[11, 33, 22, 0, 5, 5, 6, 7]"
4289,834,"[114, 45, 131, 61]","[11, 33, 22, 0, 5, 5, 6, 7]"
4290,835,"[60, 301, 134, 62]","[11, 33, 22, 0, 5, 5, 6, 7]"
4291,836,"[143, 126, 130, 60]","[11, 33, 22, 0, 5, 5, 6, 7]"
4292,837,"[112, 28, 131, 64]","[11, 33, 22, 0, 5, 5, 6, 7]"
4293,838,"[229, 202, 131, 63]","[11, 33, 22, 0, 5, 5, 6, 7]"
4294,839,"[242, 265, 127, 62]","[11, 33, 22, 0, 5, 5, 6, 7]"
4295,84,"[107, 354, 75, 33]","[11, 36, 36, 0, 7, 10, 6, 9]"
4296,840,"[209, 151, 133, 51]","[19, 25, 36, 0, 4, 7, 2, 7]"
4297,841,"[281, 113, 132, 49]","[19, 25, 36, 0, 4, 7, 2, 7]"
4298,842,"[264, 20, 132, 51]","[19, 25, 36, 0, 4, 7, 2, 7]"
4299,843,"[181, 105, 132, 49]","[19, 25, 36, 0, 4, 7, 2, 7]"
4300,844,"[151, 103, 132, 50]","[19, 25, 36, 0, 4, 7, 2, 7]"
4301,845,"[187, 219, 133, 50]","[19, 25, 36, 0, 4, 7, 2, 7]"
4302,846,"[252, 320, 132, 50]","[19, 25, 36, 0, 4, 7, 2, 7]"
4303,847,"[103, 119, 134, 51]","[19, 25, 36, 0, 4, 7, 2, 7]"
4304,848,"[23, 233, 134, 50]","[19, 25, 36, 0, 4, 7, 2, 7]"
4305,849,"[179, 85, 133, 51]","[19, 25, 36, 0, 4, 7, 2, 7]"
